interval_start_timestamp,channel_name,channel_id,participators,communicators,messages_sent,pct_participated_in_channel,pct_communicated_in_channel
2023-06-11T00:00:00+00:00,'👷🏽・pegue-seu-cargo',1027634151597281370,30,0,0,3.2223415682062297,
2023-06-11T00:00:00+00:00,'⬡・chainlink',1029377189734522880,2,1,1,0.2148227712137486,0.5747126436781608
2023-06-11T00:00:00+00:00,'🕔・sala-de-espera',1034198897859493978,248,7,7,26.638023630504836,4.0229885057471275
2023-06-11T00:00:00+00:00,'💬・chat-web3-hour',1036719230776770690,8,2,2,0.8592910848549946,1.1494252873563218
2023-06-11T00:00:00+00:00,'💬・geral-solana-nft',1037170488667025499,2,0,0,0.2148227712137486,
2023-06-11T00:00:00+00:00,'🆘・seção-1-ajuda',1037170559403958352,8,4,7,0.8592910848549946,2.2988505747126435
2023-06-11T00:00:00+00:00,'🆘・seção-2-ajuda',1037170624361140276,6,4,16,0.644468313641246,2.2988505747126435
2023-06-11T00:00:00+00:00,'🆘・seção-3-ajuda',1037170718212886629,2,0,0,0.2148227712137486,
2023-06-11T00:00:00+00:00,'🏁・progresso',1037170840325853195,7,3,11,0.7518796992481201,1.7241379310344829
2023-06-11T00:00:00+00:00,'🎓・escolha-seu-grupo',1037389481482932244,9,0,0,0.966702470461869,
2023-06-11T00:00:00+00:00,'🍺・o-que-e-web3-hour',1037490129582952630,5,0,0,0.5370569280343716,
2023-06-11T00:00:00+00:00,'📍・sao-paulo',1037490901188087858,18,7,8,1.9334049409237375,4.0229885057471275
2023-06-11T00:00:00+00:00,'📍・florianopolis',1037490932561485884,6,3,3,0.644468313641246,1.7241379310344829
2023-06-11T00:00:00+00:00,'📍・sua-cidade',1037493360774103122,4,0,0,0.4296455424274973,
2023-06-11T00:00:00+00:00,'📸・fotos-encontros',1037494028356304987,10,5,6,1.074113856068743,2.8735632183908044
2023-06-11T00:00:00+00:00,'🌎・onde-você-mora',1039546149373235250,7,0,0,0.7518796992481201,
2023-06-11T00:00:00+00:00,'🔶・bnb-chain',1039703741584126013,2,1,1,0.2148227712137486,0.5747126436781608
2023-06-11T00:00:00+00:00,'📍・rio-de-janeiro',1047297254706389063,8,2,3,0.8592910848549946,1.1494252873563218
2023-06-11T00:00:00+00:00,'📍・itapema',1058101451802542211,2,1,1,0.2148227712137486,0.5747126436781608
2023-06-11T00:00:00+00:00,'📍・curitiba',1065760725907288084,12,5,12,1.288936627282492,2.8735632183908044
2023-06-11T00:00:00+00:00,'📰・clipping',1065994126413267004,12,1,4,1.288936627282492,0.5747126436781608
